time_stamp,pm2.5_atm,pm2.5_cf_1,humidity,pm2.5_atm_a,pm2.5_atm_b
2023-10-01T00:00:00+00:00,0.5,0.5,34,0.6,0.3
2023-10-01T01:00:00+00:00,0.5,0.5,44,0.7,0.4
2023-10-01T02:00:00+00:00,0.5,0.5,47,0.7,0.4
2023-10-01T03:00:00+00:00,0.5,0.5,46,0.6,0.4
2023-10-01T04:00:00+00:00,0.7,0.7,48,0.8,0.5
2023-10-01T05:00:00+00:00,1.9,1.9,52,2.3,1.5
2023-10-01T06:00:00+00:00,2.6,2.6,53,3.0,2.1
2023-10-01T07:00:00+00:00,2.8,2.8,53,3.3,2.2
2023-10-01T08:00:00+00:00,3.0,3.0,52,3.5,2.5
2023-10-01T09:00:00+00:00,2.9,2.9,53,3.5,2.4
2023-10-01T10:00:00+00:00,3.1,3.1,54,3.8,2.5
2023-10-01T11:00:00+00:00,2.3,2.3,54,2.8,1.8
2023-10-01T12:00:00+00:00,2.0,2.0,51,2.4,1.5
2023-10-01T13:00:00+00:00,4.0,4.0,54,4.7,3.3
2023-10-01T14:00:00+00:00,5.8,5.8,56,6.9,4.8
2023-10-01T15:00:00+00:00,6.3,6.3,53,7.5,5.1
2023-10-01T16:00:00+00:00,4.2,4.2,41,5.0,3.4
2023-10-01T17:00:00+00:00,3.1,3.1,27,3.7,2.5
2023-10-01T18:00:00+00:00,2.8,2.8,23,3.4,2.2
2023-10-01T19:00:00+00:00,3.3,3.3,27,4.0,2.7
2023-10-01T20:00:00+00:00,5.1,5.1,29,6.0,4.1
2023-10-01T21:00:00+00:00,5.7,5.7,27,6.9,4.5
2023-10-01T22:00:00+00:00,4.3,4.3,26,5.0,3.6
2023-10-01T23:00:00+00:00,3.6,3.6,27,4.2,2.9
2023-10-02T00:00:00+00:00,3.5,3.5,28,4.1,2.8
2023-10-02T01:00:00+00:00,3.4,3.4,31,4.0,2.9
2023-10-02T02:00:00+00:00,3.6,3.6,34,4.1,3.0
2023-10-02T03:00:00+00:00,3.5,3.5,38,4.0,2.9
2023-10-02T04:00:00+00:00,3.6,3.6,38,4.2,2.9
2023-10-02T05:00:00+00:00,3.6,3.6,37,4.2,3.0
2023-10-02T06:00:00+00:00,3.7,3.7,37,4.5,2.9
2023-10-02T07:00:00+00:00,4.1,4.1,37,4.9,3.4
2023-10-02T08:00:00+00:00,4.4,4.4,38,5.3,3.6
2023-10-02T09:00:00+00:00,5.5,5.5,41,6.5,4.5
